# VesselTripName,NetStation,Replicate,CollectedBy,DateUTC,StartTimeUTC,EndTimeUTC,Duration,NetTypeMeshSizeDimensionsNetMouth,VesselSpeed,VesselDirection,WindSpeed,WindDirection,SeaTemperature,Salinity,Depth,StartLatitude,StartLongitude,EndLatitude,EndLongitude,StartFlowmeter,EndFlowmeter,Flow,HardPlastics,SoftPlastics,PlasticLines,Styrofoam,Pellets,TotalPlastics,DriftingWood,Pumice,Cs
Southern Surveyor/ss2012_t03,29,2,"Julia Reisser, Luana Lins",07.06.12,18:18,18:33,15,Manta/ 333/ 1 x 0.17,2.7,225,6,225,25.9,34.95,2628.2,-19.98835,174.98173,-19.99782,174.97397,864306,907334,43028,9,0,1,0,0,10,0,6,7519.5158
Southern Surveyor/ss2012_t03,29,3,"Julia Reisser, Luana Lins",07.06.12,18:35,18:50,15,Manta/ 333/ 1 x 0.17,2.6,226,5,226,25.9,34.96,3176.3,-19.99892,174.97297,-20.00843,174.96543,907334,952815,45481,5,0,0,0,0,5,1,10,3789.0718
Southern Surveyor/ss2012_t03,30,1,"Julia Reisser, Luana Lins",08.06.12,6:01,6:16,15,Manta/ 333/ 1 x 0.17,3.3,206,17,206,24.8,35.063,3068.6,-21.28317,173.58103,-21.28317,173.57083,952828,997076,44248,1,0,0,0,0,1,0,3,946.7324
Southern Surveyor/ss2012_t03,30,2,"Julia Reisser, Luana Lins",08.06.12,6:20,6:34,14,Manta/ 333/ 1 x 0.17,4,210,16,210,24.8,35.072,3135.1,-21.28522,173.56815,-21.2921,173.55865,997076,1040344,43268,1,0,0,0,0,1,0,4,801.9463
Southern Surveyor/ss2012_t03,30,3,"Julia Reisser, Luana Lins",08.06.12,6:39,6:54,15,Manta/ 333/ 1 x 0.17,2.1,203,15,203,24.8,35.057,3080.1,-21.29425,173.55563,-21.3011,173.55563,40344,86154,45810,1,0,0,0,0,1,0,3,1311.3596
Southern Surveyor/ss2012_t03,31,1,"Julia Reisser, Luana Lins",08.06.12,17:59,18:14,15,Manta/ 333/ 1 x 0.17,2.9,254,14,254,23.8,35.174,3296.3,-22.595,172.11148,-22.59983,172.09728,86159,138700,52541,2,2,0,0,0,4,0,1,2575.4251
Southern Surveyor/ss2012_t03,31,2,"Julia Reisser, Luana Lins",08.06.12,18:16,18:31,15,Manta/ 333/ 1 x 0.17,2.5,251,16,251,23.7,35.168,3332.3,-22.60033,172.096,-22.60492,172.0836,138700,181766,43066,1,3,0,0,0,4,0,1,2918.1523
Southern Surveyor/ss2012_t03,31,3,"Julia Reisser, Luana Lins",08.06.12,18:32,18:47,15,Manta/ 333/ 1 x 0.17,3.1,252,15,252,23.7,35.223,3231.2,-22.60532,172.08257,-22.61037,172.0698,181766,228195,46429,5,0,0,0,0,5,0,28,3507.9112
Southern Surveyor/ss2012_t03,32,1,"Julia Reisser, Luana Lins",09.06.12,6:01,6:16,15,Manta/ 333/ 1 x 0.17,3.3,229,18,154,23.4,35.328,2974.9,-23.74987,170.53772,-23.75682,170.52808,228199,271070,42871,0,0,0,0,0,0,0,0,0
Southern Surveyor/ss2012_t03,32,2,"Julia Reisser, Luana Lins",09.06.12,6:17,6:33,16,Manta/ 333/ 1 x 0.17,3,226,13,158,23.4,35.314,3429,-23.7575,170.52715,-23.7655,170.51612,271070,318212,47142,0,0,0,0,0,0,0,0,0
Southern Surveyor/ss2012_t03,32,3,"Julia Reisser, Luana Lins",09.06.12,6:34,6:49,15,Manta/ 333/ 1 x 0.17,3.3,228,17,148,23.5,35.294,3402.6,-23.7659,170.5155,-23.77362,170.505,318210,365304,47094,0,0,0,0,0,0,0,0,0
Southern Surveyor/ss2012_t03,33,1,"Julia Reisser, Luana Lins",09.06.12,18:59,19:14,15,Manta/ 333/ 1 x 0.17,3.3,220,13,168,22.7,35.496,1684.9,-25.07178,168.71188,-25.07967,168.70085,365307,421289,55982,2,0,1,0,0,3,0,0,2119.382
Southern Surveyor/ss2012_t03,33,2,"Julia Reisser, Luana Lins",09.06.12,19:15,19:30,15,Manta/ 333/ 1 x 0.17,3.2,217,15,167,22.7,35.487,1669.4,-25.0803,168.69988,-25.08817,168.68897,421289,476105,54816,0,0,0,0,0,0,0,0,0
Southern Surveyor/ss2012_t03,33,3,"Julia Reisser, Luana Lins",09.06.12,19:32,19:47,15,Manta/ 333/ 1 x 0.17,2.9,213,14,133,22.8,35.469,1713.2,-25.08907,168.68785,-25.09673,168.67718,476105,531936,55831,0,0,0,0,0,0,0,0,0
Southern Surveyor/ss2012_t03,34,1,"Julia Reisser, Luana Lins",10.06.12,6:57,7:12,15,Manta/ 333/ 1 x 0.17,2.7,230,18,125,23.4,35.33,2012.9,-26.28555,167.01447,-26.29248,167.00268,531940,576183,44243,2,0,0,0,0,2,0,0,1423.4076
Southern Surveyor/ss2012_t03,34,2,"Julia Reisser, Luana Lins",10.06.12,7:13,7:28,15,Manta/ 333/ 1 x 0.17,2.5,242,15,110,23.3,35.317,1821.7,-26.293,167.0018,-26.2991,166.99058,576183,617578,41395,1,0,0,0,0,1,0,0,764.6976
Southern Surveyor/ss2012_t03,34,3,"Julia Reisser, Luana Lins",10.06.12,7:30,7:45,15,Manta/ 333/ 1 x 0.17,2.3,242,21,99,23.3,35.315,1878.6,-26.29975,166.9894,-26.30588,166.97747,617578,663757,46179,1,0,0,0,0,1,0,0,729.3866
Southern Surveyor/ss2012_t03,35,1,"Julia Reisser, Luana Lins",10.06.12,18:59,19:13,14,Manta/ 333/ 1 x 0.17,2.7,201,25,138,21.3,35.538,3029.3,-27.5269,165.19595,-27.5377,165.18857,663757,701676,37919,1,0,0,0,0,1,0,0,711.5777
Southern Surveyor/ss2012_t03,35,2,"Julia Reisser, Luana Lins",10.06.12,18:15,19:30,15,Manta/ 333/ 1 x 0.17,2.7,198,25,124,21.3,35.551,3248.3,-27.53873,165.18795,-27.54975,165.18068,701676,740531,38855,1,0,1,1,0,3,0,6,2112.4577
Southern Surveyor/ss2012_t03,35,3,"Julia Reisser, Luana Lins",10.06.12,19:31,19:46,15,Manta/ 333/ 1 x 0.17,3.7,195,28,126,21.3,35.548,3631.2,-27.55053,165.18007,-27.5616,165.17262,740531,779415,38884,1,0,0,0,0,1,0,2,697.3117
Southern Surveyor/ss2012_t03,36,1,"Julia Reisser, Luana Lins",15.06.12,0:02,0:17,15,Manta/ 333/ 1 x 0.17,4,225,16,8,20,35.462,4189,-35.64345,155.07453,-35.65457,155.06452,779450,818454,39004,0,0,1,0,0,1,0,1,652.3543
Southern Surveyor/ss2012_t03,36,2,"Julia Reisser, Luana Lins",15.06.12,0:19,0:35,16,Manta/ 333/ 1 x 0.17,2.5,220,16,7,19.9,35.449,3692.9,-35.65593,155.06335,-35.66703,155.0538,818454,857847,39393,0,0,0,0,0,0,0,0,0
Southern Surveyor/ss2012_t03,36,3,"Julia Reisser, Luana Lins",15.06.12,0:36,0:51,15,Manta/ 333/ 1 x 0.17,2.1,230,19,6,19.9,35.465,4061.9,-35.66785,155.05293,-35.67863,155.04352,857847,897084,39237,0,0,0,0,0,0,0,0,0
Southern Surveyor/ss2012_t03,37,1,"Julia Reisser, Luana Lins",15.06.12,11:59,12:14,15,Manta/ 333/ 1 x 0.17,2.5,233,15,330,17.9,35.403,4582.2,-37.37283,153.54095,-37.38298,153.53177,897074,932896,35822,5,0,0,0,0,5,0,0,3594.8975
Southern Surveyor/ss2012_t03,37,2,"Julia Reisser, Luana Lins",15.06.12,12:16,12:33,17,Manta/ 333/ 1 x 0.17,2.6,229,14,338,17.9,35.378,3998.6,-37.38412,153.53085,-37.39463,153.52112,932896,976116,43220,10,2,2,0,0,14,0,0,9639.5465
Southern Surveyor/ss2012_t03,37,3,"Julia Reisser, Luana Lins",15.06.12,12:35,12:50,15,Manta/ 333/ 1 x 0.17,2.6,229,15,317,17.9,35.37,4563.7,-37.41405,153.51875,-37.40728,153.51002,976116,1015187,39071,7,0,2,0,0,9,0,0,8349.8751
Southern Surveyor/ss2012_t03,38,1,"Julia Reisser, Luana Lins",16.06.12,22:59,23:14,15,Manta/ 333/ 1 x 0.17,3.7,225,15,313,13.9,35.033,4208.4,-42.28115,148.9709,-42.29093,148.9709,1015202,1055038,39836,4,0,0,2,0,6,0,0,5509.0507
Southern Surveyor/ss2012_t03,38,2,"Julia Reisser, Luana Lins",16.06.12,23:17,23:32,15,Manta/ 333/ 1 x 0.17,2.4,223,16,311,13.6,35.953,3890.2,-42.29233,148.96027,-42.30207,148.96027,1055038,1094864,39826,1,0,1,0,0,2,0,4,1845.7835
Southern Surveyor/ss2012_t03,38,3,"Julia Reisser, Luana Lins",16.06.12,23:34,23:49,15,Manta/ 333/ 1 x 0.17,2.4,213,17,309,13.8,35.048,4162.1,-42.30348,148.9488,-42.31393,148.9488,1094864,1135537,40673,0,0,0,0,0,0,0,1,0
Southern Surveyor/ss2012_t03,39,1,"Julia Reisser, Luana Lins",17.06.12,3:57,4:12,15,Manta/ 333/ 1 x 0.17,3.3,230,17,230,13.3,34.917,1496.3,-42.82452,148.45405,-42.8308,148.44192,135539,187463,51924,0,2,0,0,0,2,8,0,1651.0928
Southern Surveyor/ss2012_t03,39,2,"Julia Reisser, Luana Lins",17.06.12,4:14,4:29,15,Manta/ 333/ 1 x 0.17,3.1,230,14,230,13.3,34.914,1245.4,-42.8332,148.44095,-42.84095,148.42883,187463,240089,52626,2,0,2,0,0,4,0,0,3050.5157
Southern Surveyor/ss2012_t03,39,3,"Julia Reisser, Luana Lins",17.06.12,4:30,4:46,16,Manta/ 333/ 1 x 0.17,2.6,227,16,227,13.3,34.933,1280.9,-42.84152,148.42772,-42.84815,148.41443,240089,293484,53395,2,0,1,0,0,3,2,0,2289.5776
Enterprise/Austral Fisheries Transit,40,1,Julia Reisser,26.07.12,13:44,13:54,10,Manta/ 333/ 1 x 0.17,3.9,336,NA,NA,NA,NA,29.3,-16.5766,145.74342,-16.56171,145.75297,292381,NA,NA,4,0,0,0,0,4,0,0,1960.7843
Enterprise/Austral Fisheries Transit,40,2,Julia Reisser,26.07.12,NA,NA,15,Manta/ 333/ 1 x 0.17,3.9,336,NA,NA,NA,NA,29.3,-16.56171,145.75297,-16.54286,145.76424,NA,NA,NA,10,0,1,0,0,11,0,0,5392.1569
Enterprise/Austral Fisheries Transit,40,3,Julia Reisser,26.07.12,NA,NA,15,Manta/ 333/ 1 x 0.17,3.9,336,NA,NA,NA,NA,29.3,-16.54286,145.76424,-16.5265,145.7196,NA,455384,NA,8,0,0,0,0,8,0,0,3921.5686
Enterprise/Austral Fisheries Transit,41,1,Julia Reisser,27.07.12,0:16,0:31,15,Manta/ 333/ 1 x 0.17,4.6,347,NA,NA,NA,NA,25,-15.02748,145.39067,-15.00863,145.38552,435389,512245,76856,5,0,0,0,0,5,0,16,2304.1026
Enterprise/Austral Fisheries Transit,41,2,Julia Reisser,27.07.12,0:31,0:48,16,Manta/ 333/ 1 x 0.17,4.6,347,NA,NA,NA,NA,27,-15.00863,145.38552,-14.98843,145.3802,512245,567495,55250,9,0,0,3,0,12,0,16,5172.333
Enterprise/Austral Fisheries Transit,41,3,Julia Reisser,27.07.12,0:48,1:04,15,Manta/ 333/ 1 x 0.17,4.6,347,NA,NA,NA,NA,27,-14.98833,145.3802,-14.97003,145.37672,567495,609155,41660,26,2,0,0,0,28,0,3,13518.3212
Enterprise/Austral Fisheries Transit,42,1,Julia Reisser,27.07.12,12:07,12:22,15,Manta/ 333/ 1 x 0.17,4.7,320,NA,NA,NA,NA,42,-13.6551,144.08783,-13.63958,144.07703,609165,670433,61268,4,1,0,0,0,5,1,1,2398.9063
Enterprise/Austral Fisheries Transit,42,2,Julia Reisser,27.07.12,12:22,12:39,16,Manta/ 333/ 1 x 0.17,4.5,320,NA,NA,NA,NA,42,-13.63958,144.07703,-13.62448,144.06552,670433,736507,66074,0,2,0,0,0,2,1,3,956.4146
Enterprise/Austral Fisheries Transit,42,3,Julia Reisser,27.07.12,12:39,12:56,16,Manta/ 333/ 1 x 0.17,4,321,NA,NA,NA,NA,41,-13.62448,144.06552,-13.60908,144.053,736507,790448,53941,4,0,0,0,0,4,0,1,1832.0775
Enterprise/Austral Fisheries Transit,43,1,Julia Reisser,28.07.12,0:32,0:49,15,Manta/ 333/ 1 x 0.17,3.7,25.1,NA,NA,NA,NA,34.9,-12.02933,143.2705,-12.01502,143.27793,790448,NA,NA,14,2,0,0,0,16,0,4,8954.0882
Enterprise/Austral Fisheries Transit,43,2,Julia Reisser,28.07.12,0:49,1:07,15,Manta/ 333/ 1 x 0.17,3.7,25.1,NA,NA,NA,NA,34.5,-12.01502,143.27793,-11.9911,143.2855,NA,900447,NA,8,1,1,0,0,10,0,0,3588.5359
Enterprise/Austral Fisheries Transit,43,3,Julia Reisser,28.07.12,1:07,1:24,15,Manta/ 333/ 1 x 0.17,3.6,24.7,NA,NA,NA,NA,41,-11.9911,143.2855,-11.98383,143.29185,900447,952432,51985,7,0,0,0,0,7,0,0,6582.3015
Enterprise/Austral Fisheries Transit,44,1,Julia Reisser,28.07.12,12:32,12:48,15,Manta/ 333/ 1 x 0.17,5.2,256,NA,NA,NA,NA,19,-10.74822,142.34017,-10.75918,142.32247,952432,997765,45333,9,0,0,0,0,9,0,2,3937.2319
Enterprise/Austral Fisheries Transit,44,2,Julia Reisser,28.07.12,12:56,13:11,15,Manta/ 333/ 1 x 0.17,4.2,247,NA,NA,NA,NA,19.2,-10.76762,142.30952,-10.77932,142.29283,997765,1033588,35823,0,1,0,0,0,1,0,9,446.5866
Enterprise/Austral Fisheries Transit,44,3,Julia Reisser,28.07.12,13:12,13:30,16,Manta/ 333/ 1 x 0.17,4.2,247,NA,NA,NA,NA,19.2,-10.77932,142.29283,-10.79043,142.2765,1033588,1067860,34272,3,0,0,0,0,3,0,3,1382.1622
Enterprise/Austral Fisheries Transit,45,1,Julia Reisser,29.07.12,0:40,0:57,15,Manta/ 333/ 1 x 0.17,2.7,193.2,NA,NA,NA,NA,19.2,-12.26547,141.62913,-12.27782,141.6255,67876,120994,53118,4,0,0,0,0,4,0,0,2796.5279
Enterprise/Austral Fisheries Transit,45,2,Julia Reisser,29.07.12,0:57,1:13,15,Manta/ 333/ 1 x 0.17,3.5,193,NA,NA,NA,NA,19,-12.27782,141.6255,-12.29455,141.6211,120994,185410,64416,1,1,1,0,0,3,0,0,1559.9687
Enterprise/Austral Fisheries Transit,45,3,Julia Reisser,29.07.12,1:13,1:28,15,Manta/ 333/ 1 x 0.17,4,193,NA,NA,NA,NA,18.8,-12.29455,141.6211,-12.31383,141.61598,185410,248744,63334,0,1,0,0,0,1,0,0,450.9744
Enterprise/Austral Fisheries Transit,46,1,Julia Reisser,30.07.12,0:09,0:27,15,Manta/ 333/ 1 x 0.17,2,189,NA,NA,NA,NA,26,-15.48633,141.04482,-15.50107,141.0419,248744,301505,52761,0,0,0,0,0,0,0,0,0
Enterprise/Austral Fisheries Transit,46,2,Julia Reisser,30.07.12,0:27,0:44,15,Manta/ 333/ 1 x 0.17,3,187,NA,NA,NA,NA,26,-15.50107,141.0419,-15.51598,141.03977,301505,350479,48974,0,1,0,0,0,1,3,0,596.5804
Enterprise/Austral Fisheries Transit,46,3,Julia Reisser,30.07.12,0:44,1:01,15,Manta/ 333/ 1 x 0.17,3.2,186,NA,NA,NA,NA,26,-15.51598,141.03977,-15.53307,141.03647,350479,417445,66966,0,0,0,0,0,0,1,0,0
Enterprise/Austral Fisheries Transit,47,1,Julia Reisser,30.07.12,12:21,12:37,15,Manta/ 333/ 1 x 0.17,3.6,193,NA,NA,NA,NA,13,-17.04805,140.7775,-17.05975,140.7749,417445,447397,29952,0,0,0,0,0,0,1,0,0
Enterprise/Austral Fisheries Transit,47,2,Julia Reisser,30.07.12,12:37,12:54,15,Manta/ 333/ 1 x 0.17,3.6,193,NA,NA,NA,NA,13,-17.05975,140.7749,-17.07207,140.77237,447397,477084,29687,0,0,0,0,0,0,0,0,0
Enterprise/Austral Fisheries Transit,47,3,Julia Reisser,30.07.12,12:54,13:10,15,Manta/ 333/ 1 x 0.17,3.6,193,NA,NA,NA,NA,13,-17.07207,140.77237,-17.08435,140.77013,477084,504805,27721,0,0,0,0,0,0,0,0,0
Solander/Trip 5597,48,1,Julia Reisser,17.08.12,0:13,0:27,15,Manta/ 333/ 1 x 0.17,3.1,262,11.4,NA,22,34.768,114.2,-18.65127,119.49575,-18.65402,119.48223,504805,559132,54327,1,3,0,0,0,4,0,0,2747.5821
Solander/Trip 5597,48,2,Julia Reisser,17.08.12,0:28,0:44,15,Manta/ 333/ 1 x 0.17,3.2,258,11.4,NA,22,34.768,115,-18.65402,119.48223,-18.6628,119.46793,559132,606486,47354,1,1,0,0,0,2,0,0,1113.9984
Solander/Trip 5597,48,3,Julia Reisser,17.08.12,0:44,1:01,15,Manta/ 333/ 1 x 0.17,3.1,259,11.4,NA,22,34.768,116,-18.65812,119.46793,-18.66145,119.45292,606486,657157,50671,0,0,0,0,0,0,0,0,0
Solander/Trip 5597,49,1,Julia Reisser,17.08.12,5:33,5:49,15,Manta/ 333/ 1 x 0.17,3.7,259.4,13,NA,24.53,34.48,90.5,-18.86238,118.6791,-18.86622,118.66043,657154,708590,51436,1,1,3,0,0,5,0,0,2488.8762
Solander/Trip 5597,49,2,Julia Reisser,17.08.12,5:50,6:05,15,Manta/ 333/ 1 x 0.17,3.7,255.4,13,NA,24.53,34.48,94.5,-18.8663,118.66015,-18.87105,118.64378,708590,NA,NA,0,2,0,0,0,2,0,0,1110.7637
Solander/Trip 5597,49,3,Julia Reisser,17.08.12,6:07,6:22,15,Manta/ 333/ 1 x 0.17,3.9,247.4,13,NA,24.53,34.477,108,-18.8719,118.64178,-18.87747,118.625,NA,809620,NA,0,1,0,0,0,1,0,0,534.6009
Solander/Trip 5597,50,1,Julia Reisser,17.08.12,8:33,8:48,15,Manta/ 333/ 1 x 0.17,4.2,255,8,NA,24.19,34.58,110,-18.98292,118.21145,-18.98732,118.19477,809626,856826,47200,5,2,1,0,0,8,0,0,4394.6788
Solander/Trip 5597,50,2,Julia Reisser,17.08.12,8:51,9:06,15,Manta/ 333/ 1 x 0.17,3.7,254.6,8,NA,24.19,34.58,110,-18.98802,118.19215,-18.99205,118.17595,856826,903899,47073,1,2,0,0,0,3,0,0,1703.947
Solander/Trip 5597,50,3,Julia Reisser,17.08.12,9:09,9:23,15,Manta/ 333/ 1 x 0.17,3.8,255.1,8,NA,24.19,34.58,110,-18.99285,118.17348,-18.99802,118.15777,903899,941136,37237,2,0,0,0,0,2,0,0,1143.6117
Solander/Trip 5597,51,1,Julia Reisser,17.08.12,11:59,12:14,15,Manta/ 333/ 1 x 0.17,3.7,253,6,NA,24.46,34.48,127,-19.1081,117.7258,-19.1117,117.71018,941131,1008314,67183,0,0,0,0,0,0,0,0,0
Solander/Trip 5597,51,2,Julia Reisser,17.08.12,12:18,12:32,15,Manta/ 333/ 1 x 0.17,3.6,253.4,6,NA,24.47,34.47,128,-19.11222,117.70678,-19.11517,117.69155,1008314,1073250,64936,1,0,0,0,0,1,0,0,612.3744
Solander/Trip 5597,51,3,Julia Reisser,17.08.12,12:35,12:49,15,Manta/ 333/ 1 x 0.17,3.6,254,6,NA,24.48,34.49,129,-19.11567,117.68887,-19.11917,117.67392,73250,135370,62120,3,0,0,0,0,3,0,0,1854.7507
Solander/Trip 5597,52,1,Julia Reisser,17.08.12,23:41,23:56,15,Manta/ 333/ 1 x 0.17,3.2,90.5,14,NA,24.77,34.46,201,-19.43043,115.91705,-19.4295,115.93385,135370,184596,49226,4,2,0,0,0,6,0,0,3401.7477
Solander/Trip 5597,52,2,Julia Reisser,17.08.12,23:58,0:14,15,Manta/ 333/ 1 x 0.17,3.4,84.9,14,NA,24.77,34.46,192,-19.42942,115.93573,-19.42818,115.95158,184596,231168,46572,1,0,0,0,0,1,0,0,599.9351
Solander/Trip 5597,52,3,Julia Reisser,17.08.12,0:17,0:31,15,Manta/ 333/ 1 x 0.17,3.5,85.8,14,NA,24.77,34.46,186,-19.42803,115.95395,-19.4273,115.96807,231168,276485,45317,5,0,1,0,0,6,0,0,4049.1866
Solander/Trip 5597,53,1,Julia Reisser,19.08.12,6:15,6:30,15,Manta/ 333/ 1 x 0.17,3.9,257,6,NA,23.98,34.67,54.4,-20.05943,116.3843,-20.06293,116.3674,276551,317008,40457,9,5,0,0,0,14,0,0,7748.7642
Solander/Trip 5597,53,2,Julia Reisser,19.08.12,6:33,6:48,15,Manta/ 333/ 1 x 0.17,4,253,6,NA,23.98,34.67,55,-20.06373,116.35573,-20.0681,116.34777,312008,378413,66405,2,5,0,0,0,7,0,0,7266.8008
Solander/Trip 5597,53,3,Julia Reisser,19.08.12,6:50,7:05,15,Manta/ 333/ 1 x 0.17,3.9,246,6,NA,23.98,34.67,55,-20.06907,116.34478,-20.07462,116.32927,378413,427843,49430,26,37,5,0,0,68,0,0,39225.9302
Solander/Trip 5597,54,1,Julia Reisser,19.08.12,10:56,11:10,15,Manta/ 333/ 1 x 0.17,3,250,9,NA,24.02,34.67,48.7,-20.31557,115.66887,-20.32027,115.65498,427843,478513,50670,4,1,0,0,0,5,0,0,3249.6663
Solander/Trip 5597,54,2,Julia Reisser,19.08.12,11:13,11:29,15,Manta/ 333/ 1 x 0.17,3.4,248.7,9,NA,24.02,34.67,48.1,-20.32093,115.6518,-20.3262,115.63745,478513,532033,53520,1,1,0,0,0,2,0,0,1245.0755
Solander/Trip 5597,54,3,Julia Reisser,19.08.12,11:31,11:46,15,Manta/ 333/ 1 x 0.17,3.3,248.8,9,NA,24.02,34.67,48.8,-20.3269,115.63548,-20.33192,115.62183,532033,583998,51965,0,0,1,0,0,1,0,0,654.3639
Solander/Trip 5597,55,1,Julia Reisser,22.08.12,5:48,6:03,15,Manta/ 333/ 1 x 0.17,4.3,237.4,15,NA,24.58,34.501,86.2,-19.79527,115.98943,-19.79127,115.97463,584051,639608,55557,0,2,0,0,0,2,0,0,1241.9178
Solander/Trip 5597,55,2,Julia Reisser,22.08.12,6:05,6:20,15,Manta/ 333/ 1 x 0.17,4.6,233.1,15,NA,24.58,34.501,80.8,-19.79682,115.97247,-19.80682,115.958,639608,695153,55545,1,1,2,0,0,4,0,0,2129.7342
Solander/Trip 5597,55,3,Julia Reisser,22.08.12,6:22,6:38,15,Manta/ 333/ 1 x 0.17,4.6,233.1,15,NA,24.58,34.501,80.8,-19.80863,115.95553,-19.81917,115.93988,695153,752240,57087,0,1,0,0,0,1,0,0,496.7521
Solander/Trip 5597,56,1,Julia Reisser,22.08.12,12:02,12:17,15,Manta/ 333/ 1 x 0.17,3.5,240.7,14,NA,23.613,34.716,67.9,-20.38063,115.13538,-20.3889,115.12398,752242,804116,51874,0,0,0,0,0,0,0,0,0
Solander/Trip 5597,56,2,Julia Reisser,22.08.12,12:19,12:33,15,Manta/ 333/ 1 x 0.17,3.4,235.4,14,NA,23.613,34.716,71.1,-20.39898,115.12235,-20.3976,115.11047,804116,855549,51433,0,0,0,0,0,0,0,0,0
Solander/Trip 5597,56,3,Julia Reisser,22.08.12,12:36,12:51,15,Manta/ 333/ 1 x 0.17,3.4,235.4,14,NA,23.613,34.716,71.1,-20.39898,115.10848,-20.40763,115.09688,855549,909987,54438,1,1,0,0,0,2,0,0,1294.4433
Solander/Trip 5597,57,1,Julia Reisser,25.08.12,3:52,4:06,15,Manta/ 333/ 1 x 0.17,3.2,46.9,6,NA,24.064,34.692,104,-21.84425,113.91275,-21.83592,113.92392,909981,951647,41666,7,9,3,0,0,19,0,0,12846.1177
Solander/Trip 5597,57,2,Julia Reisser,25.08.12,4:09,4:23,15,Manta/ 333/ 1 x 0.17,3.6,45.5,6,NA,24.064,34.692,94.9,-21.83473,113.92607,-21.82572,113.93755,951647,992131,40484,1,1,1,0,0,3,0,0,1932.0583
Solander/Trip 5597,57,3,Julia Reisser,25.08.12,4:25,4:40,15,Manta/ 333/ 1 x 0.17,3.7,52.3,6,NA,24.064,34.692,91.8,-21.82425,113.93932,-21.81367,113.95163,993133,1032452,39319,6,0,0,0,0,6,0,0,3462.419
